,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,0.9672513905223203,0.9665894132057853,0.9775132720438255,0.9838192745675456
Acoustic_1,0.9749535158433716,0.9705063502514453,0.9678950846600634,0.960570258143419
Acoustic_2,0.9641674766168296,0.9744570934730925,0.9676826220861615,0.9697437584771667
Acoustic_3,0.9550962219743673,0.9690683457928164,0.9755239897058037,0.9784244678578293
