Participant_Index,JS_Divergence,Cosine_Similarity,Bhattacharyya_Coefficient
0,0.04733110172498033,0.8692882509927063,0.9669060772234661
1,0.014024668944638144,0.9604031152539481,0.9902520037715947
2,0.008212958859137972,0.9791616328523695,0.9942974507373761
3,0.008264132447441489,0.9789376356223322,0.994261923853589
4,0.010400677920957132,0.9734397376872288,0.9927685176180333
5,0.0060251834553366026,0.9841582506535022,0.9958175689402466
6,0.008338574755518788,0.9778041490375158,0.9942139528139605
7,0.013300010261168588,0.9612859511982448,0.9907571795999393
8,0.007152036086962724,0.9795466830942041,0.9950360416868675
9,0.0068483522703415576,0.9806006654322126,0.995248122362271
10,0.005396316981062529,0.9844596726541361,0.9962552525721511
11,0.008017907565951214,0.9794742425916896,0.9944347938813352
12,0.011071052305498971,0.9703800904881164,0.9923041236764838
13,0.005450428364855899,0.9848806885053465,0.9962170645810436
14,0.012183592098089982,0.9645039389641789,0.9915347719033292
15,0.008826504068798589,0.9742656475419718,0.9938713764042337
16,0.007951436145307987,0.9781919166264794,0.9944795523902372
17,0.005293215177025506,0.986159420344298,0.9963261231993392
18,0.014280646694635546,0.9628832343808149,0.990083454567116
19,0.003992906625564887,0.9887257559724995,0.9972306955598034
20,0.008942362341196988,0.9759615048406458,0.9937921603005002
21,5.714706139920642e-05,0.9998469434923319,0.9999603881050264
22,0.014386472781020204,0.9587197431130398,0.9899951390038414
23,0.046508725796615503,0.874010800896522,0.9675299224421041
24,0.0016948717421992558,0.9954959712277496,0.998824717454153
25,0.009842410408036687,0.9711054504544693,0.9931642761782475
26,0.006105203180999204,0.981799063479931,0.9957637895136929
27,0.011820371046468764,0.9670046709676183,0.9917834776467406
28,0.03705821227799989,0.898272425694753,0.9741138902331545
29,0.010927661307077804,0.9685894348037142,0.9924111664034245
30,0.00870365375373726,0.9755852440401414,0.9939571651693981
31,0.06611329335388628,0.8186915395774956,0.9535274555385864
32,0.0030075846437120253,0.9920784558374924,0.9979141035328893
33,0.01255259033485703,0.9656703969451026,0.9912724271659891
34,0.0032229070274977607,0.9912339645747039,0.9977643754687439
35,0.010413268789609013,0.971203697390091,0.9927691711175248
36,0.03776249993286759,0.8985585615462777,0.9735988127876138
37,0.02931543990417352,0.9169311552035071,0.9795522190187117
38,0.005371810547664277,0.9847600848394392,0.9962722075995011
39,0.002766174659220385,0.9925249091159516,0.9980818364134474
40,0.03451708514968872,0.900958859032497,0.9759172485029733
41,0.004411434561425503,0.9884409646939056,0.9969394927142952
42,0.007863302581718176,0.97838183005699,0.9945405576636104
43,0.009505298053427388,0.9739116428884785,0.9934030586647906
44,0.0031769886006538313,0.991309890881117,0.9977963271343526
45,0.008821484633565331,0.9759517001001049,0.9938741001767788
46,0.004350571807234753,0.9877568123844177,0.9969820935445325
47,0.001854185225008823,0.9950568391209014,0.9987143987081053
48,0.010021055919392934,0.9715358331002714,0.9930375843922352
49,0.005653143877730788,0.9841707057381472,0.9960783768898844
50,0.01739831556745116,0.9490647217623941,0.9879000837749548
51,0.004405393442930429,0.9875149646985842,0.9969438904075888
52,0.003407402891259344,0.9900559933242086,0.9976363905648667
53,0.007465753402669961,0.9786363223822738,0.9948156928054634
54,0.03615946217603176,0.908897531089471,0.9747691818633919
55,0.0008686901917463511,0.9977585743872525,0.9993977177055069
56,0.006068142829952812,0.9836729798575208,0.9957879519957568
57,0.005776430318932978,0.9838397739982976,0.9959915678552166
58,0.004714544609329827,0.9863635858617453,0.9967287936211998
59,0.005265527668812593,0.9850898605251344,0.9963461173783796
60,0.004721533338327767,0.9864005990214104,0.9967239634442883
61,0.00689389600709078,0.9810093789946156,0.9952173016764883
62,0.01410263494712068,0.9609716848267986,0.9902076705019954
63,0.005549467430494021,0.9851321846887804,0.9961484502771263
64,0.022553796929830425,0.9378230800294692,0.9842910781930401
65,0.0024037381918767665,0.9933648409913995,0.9983329681274117
66,0.016708526988914573,0.9550990618689936,0.9883842236785807
67,0.015956157511331972,0.9557095342829628,0.9889104040262281
68,0.004658541095411484,0.9884241890252503,0.9967661056420765
69,0.02469864860285731,0.9331066331358512,0.9827810403813153
70,0.007128299071425095,0.9802051917197223,0.9950509864305661
71,0.026244356673308527,0.9272977160456605,0.9817283197915939
72,0.040317156643768275,0.8912529769018795,0.971819288620406
73,0.004937775102224004,0.987508469343907,0.9965743912917947
74,0.007635265860970469,0.9793319376367391,0.9946988997110673
75,0.02465789981813177,0.9278620975303226,0.9828229640662669
