Participant_Index,JS_Divergence,Cosine_Similarity,Bhattacharyya_Coefficient
0,0.049141255008287636,0.8651097844841331,0.9656305795272877
1,0.014410607398894581,0.9597990802126253,0.9899837471883661
2,0.005324051029249659,0.9846160289358572,0.9963055691156821
3,0.00781396792588647,0.9805080421401894,0.9945707383591904
4,0.004666577978003281,0.9882012556579111,0.9967627169926185
5,0.00642760582671132,0.9824703241008056,0.9955398813061292
6,0.008338574755518791,0.9778041490375157,0.994213952913382
7,0.013300010261168588,0.9612859511982446,0.9907571796990149
8,0.010935870952747208,0.9695916029818564,0.9924001378227026
9,0.008880375062462168,0.9750565064544997,0.9938322497527396
10,0.005396316981062449,0.9844596726541361,0.9962552526717765
11,0.003175491688866931,0.9907037941486017,0.9977979575718048
12,0.021336808627999186,0.9447058228573649,0.9851534986275949
13,0.0019414931607645743,0.9945251513943965,0.9986539253237545
14,0.011833611223526865,0.9654152898439378,0.9917779417495305
15,0.00882650406879859,0.9742656475419718,0.9938713765036209
16,0.007951436145307984,0.9781919166264796,0.9944795524896852
17,0.005293215177025504,0.9861594203442982,0.9963261232989719
18,0.011155192539833448,0.9702040354139301,0.9922465883429548
19,0.0033110164038670665,0.9904862868690616,0.9977034395383048
20,0.008942362341196988,0.9759615048406458,0.9937921603998795
21,0.01292062326356806,0.963842786644213,0.991024591915993
22,0.021297200522571485,0.9407860347048302,0.9851702188815339
23,0.04086073305524152,0.886693191201698,0.9714249843984877
24,0.0016948717421992187,0.9954959712277498,0.9988247175540356
25,0.009842410408036654,0.9711054504544694,0.9931642762775642
26,0.005703127582320249,0.9831160164117623,0.996042054243527
27,0.005281420811189018,0.9848766032051187,0.9963346215911475
28,0.05171387023850531,0.862445098007188,0.9638739086831537
29,0.001665294765854095,0.9961339572557478,0.9988450972157751
30,0.0014161402140595197,0.996294579854167,0.9990180657175269
31,0.05479874520004435,0.8459695600347003,0.9616577184236399
32,0.0053167127031880845,0.9859277427930716,0.9963091627081823
33,0.00537555405039423,0.9864063907199894,0.9962691156698891
34,0.007121877849288164,0.9806802525693435,0.9950549936405828
35,0.010413268789609085,0.971203697390091,0.9927691712168016
36,0.014765080100223649,0.9583075130308207,0.9897420304718605
37,0.010996452783546136,0.9658038890386816,0.9923619401984256
38,0.006698466238572078,0.9812818700365112,0.9953504420637322
39,0.004161748008758443,0.9885885743437195,0.9971126145179973
40,0.020475037249465287,0.9404853727905071,0.9857516336774124
41,0.004411434561425503,0.9884409646939057,0.9969394928139892
42,0.009164443982241541,0.9748728225943234,0.9936403797933204
43,0.0034590306457112936,0.990735010450237,0.9976005537338701
44,0.005953185029550483,0.983639098616768,0.9958704431505733
45,0.01205566486578074,0.9672853155914545,0.9916302072639788
46,0.004350571807234751,0.9877568123844178,0.9969820936442307
47,0.004521107501627291,0.987814639948438,0.9968622077644813
48,0.003074903550956895,0.9909392336858256,0.9978672173604182
49,0.002749650294533248,0.9922261501378026,0.9980927804333248
50,0.010172284088329495,0.9736344200593431,0.9929395581613221
51,0.00035347668826876547,0.9990575691135626,0.9997549732512421
52,0.0034074028912592824,0.9900559933242086,0.9976363906646303
53,0.013934587363410947,0.9598874677528413,0.9903121664814435
54,0.022498270749031265,0.9425707379154383,0.9843249992949799
55,0.002094657704062691,0.9941892746183839,0.9985474778388973
56,0.00606814282995289,0.9836729798575208,0.9957879520953357
57,0.00019543553929116282,0.9995300596711061,0.9998645279521531
58,0.004956827885031676,0.9857276941100623,0.996560540778612
59,0.005265527668812595,0.9850898605251341,0.9963461174780142
60,0.004126228537357688,0.9894523287770689,0.9971378309648665
61,0.003548998086369623,0.9900763103325299,0.9975378416858824
62,0.005096237975871513,0.9867019706448116,0.9964636342821164
63,0.005549467430494021,0.9851321846887806,0.996148450376741
64,0.0054847231247986405,0.9844757908488234,0.9961954129277188
65,0.0029646965168781585,0.9916895990470815,0.9979437124800918
66,0.00876710285105791,0.9770411597055418,0.9939151868846423
67,0.015956157511331972,0.9557095342829628,0.988910404125119
68,0.00465854109541151,0.9884241890252503,0.9967661057417532
69,0.006534015796627011,0.9842391515740184,0.9954635255275306
70,0.004999544430097056,0.9859817610037014,0.996531608165665
71,0.026244356673308475,0.9272977160456604,0.9817283198897666
72,0.020390859272312212,0.9419142138332168,0.9858099039654862
73,0.022757050951437374,0.9403106764999367,0.9841793961713844
74,0.007635265860970474,0.9793319376367392,0.9946988998105373
75,0.020053770002890856,0.9398808049872479,0.9860439242358591
