,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,0.5002575005141353,0.5451862517503365,0.4510972544350159,0.5257905838355553
Acoustic_1,0.6788838469218728,0.6357435850807588,0.5748136245166736,0.3967048996490317
Acoustic_2,0.5224130921169163,0.6733969085419305,0.4419957998596993,0.48186190657279293
Acoustic_3,0.36907087934143923,0.6113705754332065,0.5367786425192123,0.5109575126279844
