Participant_Index,JS_Divergence,Cosine_Similarity,Bhattacharyya_Coefficient
0,0.15750321471978332,0.7710126668956909,0.8720916756581886
1,0.3827859868006865,0.45218622318843155,0.6767326848234793
2,0.4898911043360494,0.3714939653797963,0.511889671197883
3,0.3244738665696723,0.660465670596984,0.6842006523704169
4,0.6082011359985651,0.3670367778918589,0.3932767000994954
5,0.006427095738703355,0.9958396957371777,0.9955241616614947
6,0.2884622895154894,0.7038095512089882,0.4712734305512239
7,0.10314559884981911,0.9304739478591769,0.5614119351529326
8,0.1239314408517231,0.7179637999123254,0.9124304766277428
9,0.03574153226393342,0.9235787008285702,0.9750994047243905
10,0.4697500528274954,0.342493968896072,0.38594758194431844
11,0.2253518857256265,0.7901452534322473,0.7820512662834792
12,0.5418617187466828,0.3400277434156237,0.5129364065600587
13,0.14291326111300567,0.6718785368246689,0.897935560129914
14,0.6515912293600203,0.25524762151319647,0.41109712295945605
15,0.16035645934777956,0.8730784465273844,0.5375024421813943
16,0.33224641804866206,0.48942822199620634,0.44763327766683614
17,0.6108046609496193,0.22987026240448633,0.27385990204650074
18,0.3655648888730534,0.5209719809447724,0.6913577291016982
19,0.17457601920797347,0.8406997355820357,0.8395637130890237
20,0.35740921846140705,0.46141789413608825,0.43626872902511715
21,0.41740853428483404,0.4574514630461118,0.6179740167072829
22,0.1125863433711166,0.7672916759104329,0.9205430304723714
23,0.25561765142079923,0.8210019473336652,0.7645187712185546
24,0.3722306690489569,0.5054125618595975,0.4357654299534292
25,0.5146119156621415,0.27960651785248597,0.36094448050836836
26,0.22423321481086,0.7355596058714912,0.8121814575594273
27,0.19782534715785785,0.8378503514176316,0.8234158347041651
28,0.3597911050731337,0.7489912086720167,0.6456207762930755
29,0.5463990469555434,0.4084383700615435,0.5020637200109338
30,0.6226858299056477,0.30592743650380255,0.3907139411877177
31,0.564007023796067,0.20571356845138442,0.48681292199489945
32,0.4545677189857155,0.5225743935582341,0.6155228395447905
33,0.1186627570764177,0.8291570541961844,0.8991066990447265
34,0.12198745018279777,0.8032809995623331,0.9110085596982667
35,0.27963286110175495,0.7745060997169604,0.475011782471596
36,0.5000694133253052,0.3435895615193368,0.5217417119897745
37,0.7372838120848355,0.12121914928453924,0.33512712984333676
38,0.5244995832137326,0.44928280014147076,0.5209279422014125
39,0.27908648655208473,0.6218411310782676,0.7585293758903021
40,0.34835196366876636,0.39487230030265463,0.7448598731708326
41,0.2573649896540028,0.6244237873156792,0.4877952791961836
42,0.08998813630757448,0.95179222842911,0.915144200874457
43,0.2877940876182712,0.7336472092335039,0.7326556319292064
44,0.19302973329484407,0.8853986737107824,0.8151621001743374
45,0.04610501463142915,0.9828264518881359,0.9553109909417263
46,0.37502288464417155,0.43469087983911736,0.43187692153142626
47,0.4973637719469511,0.5483016623985545,0.5443217355156854
48,0.09375390874999451,0.8094257612704823,0.9339637992878608
49,0.31423964009058275,0.7397664751936452,0.7064490128379606
50,0.25851523555958805,0.6149586049128626,0.7828673883626914
51,0.3298533905409092,0.6213936814739167,0.703025507310138
52,0.3594765281158704,0.4646815152198649,0.4391418187613567
53,0.21086443113324418,0.7687175551635885,0.815372184497373
54,0.5162624926306175,0.5483317966221957,0.4846110042236903
55,0.5621122936304411,0.4455875230515832,0.4885277361017439
56,0.5441006830521986,0.3561314512882661,0.3257421212780361
57,0.5138886418283443,0.37517547466976814,0.5300829334904614
58,0.20045237087598672,0.7497448601866973,0.8261593988105644
59,0.3007288222573576,0.5247059450307838,0.4641676359263556
60,0.2309036062666676,0.5900490786209576,0.8293919573727301
61,0.5530871026975547,0.29803705643362965,0.5090664722653372
62,0.1917723873436841,0.6717961037232371,0.8465065096788367
63,0.3645036589681923,0.7100041856249825,0.41392258750237415
64,0.6300242943436336,0.3128531063774877,0.37630408502697854
65,0.07050774376234509,0.8466027982187554,0.9504066986203468
66,0.4338552128830423,0.5401970411670469,0.5992914094259272
67,0.5182475168015087,0.3895000881077553,0.32923268261258976
68,0.16376487132034878,0.8110079366432641,0.5318131108464893
69,0.11012016400891642,0.8227340261957744,0.9202222567951657
70,0.1333837008759634,0.9061769681349412,0.8710591246687446
71,0.28081485156090696,0.8220501824831686,0.4656989894967596
72,0.45135626398347134,0.6799177915329452,0.5586234479319252
73,0.4589956689573463,0.49066291768299036,0.5801518899054231
74,0.145342040040285,0.8780456983527503,0.5391447062331397
75,0.09633223457098702,0.9602013898707092,0.907069080735134
