,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,-0.10719567929916132,-0.29378086138559023,-0.1860069691654697,0.04858175952478978
Acoustic_1,0.3668500800075841,0.09169592472530984,0.1747840247294293,-0.14269102164889788
Acoustic_2,0.07064828933288589,0.22505421926515787,-0.06125171692076064,0.057009916921203274
Acoustic_3,-0.3583646980335119,-0.039082287645731635,0.05535867996463783,0.047865647592082027
