,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,0.36625290255063003,0.3227512362459849,0.4437363288981516,0.5210488202682513
Acoustic_1,0.6532206640756347,0.6109858795670073,0.5726518318419805,0.39529969631831274
Acoustic_2,0.47314834556666663,0.6163935920504973,0.43885253522201384,0.47983338868600556
Acoustic_3,0.2562307004695375,0.4399799568839071,0.5306613283373735,0.5070118241047219
