,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,0.2561665230525769,0.318816434525189,0.4698085836020033,0.528652749583578
Acoustic_1,0.6607419212373489,0.5908640436808078,0.5213127809997814,0.41447939978606596
Acoustic_2,0.36222306373755286,0.5785584642145158,0.43982711853253875,0.48680191540401857
Acoustic_3,0.5176262247062344,0.5483228534423954,0.5819226122131652,0.4802316487809616
