,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75
Component_0,2.0765470699151224e-16,0.5769953233976736,0.3055413350830888,0.4615010903292581,0.41394912922962274,0.22557735774396945,0.7444985594583273,0.4669232605782102,0.5156632542544751,0.11068927450748524,0.4054436878510754,0.024682984781824308,0.01669280525387492,0.32866500276892713,0.4055375545636003,0.4522116029757981,0.5366600908886536,0.14423743133063963,0.3025126149802771,0.4401176107220281,0.3630485789240195,0.3238911840754164,0.22403288675236388,2.0453407423796966e-16,0.24924034604495846,0.5019193113303512,0.0685368418425576,0.48895065532351534,1.956736321115355e-16,0.3885602948950831,0.5262728569593463,3.915452065524198e-12,0.4118386792778342,0.06011883269352604,0.37018502361655153,0.7110271092685664,0.0004178469615356727,0.09295914612708765,0.37004063156231043,0.2546603877443664,2.9379294834783296e-10,0.2761177297032385,0.2883772208775626,0.2664979323993507,0.20640659809141568,0.3153726386094393,0.2581130707445687,0.3873545277310411,0.03735345947126278,0.4226943792712631,0.25589485095515846,0.3132777319181082,0.40808072073728463,0.11568034864545881,0.08982957843486084,0.25961654757458996,0.38844985776351626,0.21231584689543595,0.3702446915271116,0.4854154459436689,0.16190762118651858,0.2961483943717701,0.06729161999538025,0.46891720636244966,2.1683475684016254e-16,0.18569301015459108,0.9340329905798036,0.7509953947976371,0.4000082725425496,0.08083306426647759,0.3749184645682978,0.8241838901481484,0.054672430305156276,0.3284737196051042,0.54865126974063,0.4886603031315761
Component_1,0.18516434609653365,0.04524831768966642,0.4927726101474602,1.9132812460712901e-16,0.08779446921007929,0.279980734802255,0.09315434565633526,2.1489925196548702e-16,0.136194560467814,0.17691920049292167,0.2729048766528081,0.28897839146808124,0.43637663865413534,0.09587798980885788,2.2238949729560357e-16,0.04000950091414418,0.18464635997464152,0.4490257111254404,2.0537227158590428e-16,0.1559005370876147,0.12140599566516953,0.10012328025981396,0.15666676816587763,0.3492174938310814,0.2192767668177583,0.2403234330083414,0.6071659926654619,0.18805908161063428,0.33531927301772163,2.1236832253946503e-16,0.28911751935261937,0.6709439962267318,0.25149928019361545,0.2793807308773931,0.3780513227938865,3.5750587714032364e-15,0.6573760548709175,0.41074436537208875,0.3131885302121913,0.17025107000354978,0.47658300597027103,2.174200932508741e-15,0.40872377011009536,0.27926887193009536,0.2151381109803721,0.386071086487951,0.20679910303350701,0.2793721705053854,0.464263837016306,0.1857899359078294,0.5705360100629999,0.2572956243365683,0.20202067972282134,0.5713028832472167,0.6555593868997257,0.09743519695427773,0.2570868177487151,0.13228144537825795,2.0718486665185702e-16,0.2163035890344236,0.4193637710765208,0.3669682929515256,0.3861014591040048,0.17077723556272648,0.5561820477886139,0.1445474828492159,0.06596700931847774,0.09409441436860141,1.341377296301616e-09,0.2747668021254328,0.26414630418197005,2.0869173316579752e-16,1.8180724113192467e-16,0.23126263173837708,2.0532456998007253e-16,2.320827343480747e-16
Component_2,0.7426590527159566,0.06390686502666672,0.20168605466496106,0.5042296859426739,0.4586561225029142,0.17254451990697875,0.12449911818905586,0.2873327812328185,0.11333276981019366,0.4672651418966919,0.027871282532056348,0.30416368944355604,0.5469305560042701,0.3483177118330619,0.36920239502890395,0.22124297156334075,0.2786935490418577,0.11042696883804001,0.697487384927231,0.1399500235238776,0.3152672270221132,0.20430238221066951,0.5237924404535235,0.5188271018717984,0.06381670736542339,0.02045486783503854,2.2930075642356864e-16,0.08025334273221713,0.44501633797062373,0.3276852488291393,2.4371509927614443e-16,2.1779025656954548e-16,1.1220146182536784e-11,0.17819650192604705,2.3888004950197726e-16,0.14273024589764105,3.709198112143369e-15,2.113652227544288e-16,2.12103431634691e-16,0.2820680001774036,1.9389282082029274e-16,0.40791525714909443,2.3522585662167116e-16,0.14260757183308867,0.12543672710989717,2.268444028665699e-16,0.20526100286425683,0.0804253197421665,0.06564427399950205,0.18207358964943757,2.9171316989465846e-16,0.15488596530829943,0.12290583015777314,0.04306511700411314,0.2546110345660281,0.37364064848253664,2.0087939545171747e-16,0.47347770020932284,0.1916757114565188,0.1822838551682268,0.36007947078247293,2.5323969289362567e-12,0.09848838529737933,0.030216678810852663,0.443817952113732,0.15418141188867132,2.25859911394579e-16,0.0013125300502354349,0.4267163648553311,0.16198180487191838,0.05347536509056525,0.17581458338836548,0.4133709022715302,0.4402636485616669,0.329139605413497,0.22237887497141723
Component_3,0.07217660109399027,0.31384949379023636,2.320138563732587e-16,0.034269223641901145,0.03960027897397711,0.3218973874446249,0.037847976590956914,0.24574395809218894,0.23480941536664346,0.24512638299877465,0.29378015286404346,0.38217493420974885,1.9477600597457026e-16,0.2271392954917587,0.22526005030734017,0.2865359244517118,2.1060251691567522e-16,0.29630988861766805,2.0537227158590428e-16,0.2640318285625747,0.2002781983018442,0.3716831533593371,0.09550790453141929,0.13195540420500587,0.4676661796789169,0.2373023877267442,0.32429716538871245,0.24273692023795254,0.21966438892353088,0.28375445618013523,0.18460962357827446,0.3290560036712685,0.3366620404270095,0.4823039344108538,0.25176365348197977,0.14624264473629714,0.342206098063261,0.49629648840563284,0.31677083812997503,0.29302054198444893,0.5234169936486142,0.3159670130540066,0.3028990089064055,0.31162562374437947,0.4530185637313898,0.2985562748004478,0.3298268232731131,0.2528479819192556,0.43273842941184143,0.2094420950769627,0.17356913885046538,0.27454067833699414,0.2669927692830886,0.2699516509951731,2.2067918765405013e-16,0.269307606895022,0.3544633243973004,0.1819250074294887,0.43807959692306153,0.11599710975134439,0.058649136857992876,0.3368833125733816,0.44811853550551367,0.3300888791614109,2.1683475684016254e-16,0.515578095017247,2.25859911394579e-16,0.15359766068554767,0.17327536117189185,0.4824183286338654,0.30745986605586906,1.5263694995041679e-06,0.5319566673414345,2.1061273919731486e-16,0.12220912475340276,0.28896082179248567
