,Perceptual_0,Perceptual_1,Perceptual_2,Perceptual_3
Acoustic_0,0.9995700549849551,0.9936951084162626,0.9956770038119155,0.9952135018725251
Acoustic_1,0.9948151912006413,0.9997089419593258,0.994863383330468,0.9940393103251278
Acoustic_2,0.994685990811778,0.992786378269432,0.9987717421914805,0.9955553571671517
Acoustic_3,0.9951880858786725,0.9899207383936988,0.9944702840679558,0.9984734303773584
