,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75
Component_0,0.29224907462606897,0.24447779067346567,0.2671498764953098,0.22668700597467617,0.22695489497034926,0.22390088564812866,0.249999999975,0.249999999975,0.235588573336945,0.2807248409242855,0.249999999975,0.20619706872215854,0.1827607502933923,0.22692771405355397,0.24115112685599102,0.249999999975,0.249999999975,0.249999999975,0.20739270676862914,0.24276422073177925,0.249999999975,0.3055621929283986,0.266862159639517,0.3704156670180807,0.249999999975,0.249999999975,0.22708569250623453,0.2247052911109298,0.3720731316961252,0.22757494495607683,0.28944630535335786,0.407157469133588,0.24267418624417542,0.2531530904183905,0.2431595224715501,0.249999999975,0.36341406560895173,0.36830210363543436,0.24564732302714323,0.22143101615882874,0.2919563978926789,0.249999999975,0.23213388248297492,0.2892455706068366,0.22702485864958885,0.23255759393572553,0.249999999975,0.24115112685599102,0.20624012846456452,0.2341192412905865,0.18417527305921955,0.29023388941105416,0.249999999975,0.29523694083442176,0.3471649890367526,0.24158554893973608,0.249999999975,0.21804257674644792,0.2480519627754917,0.249999999975,0.21177379525682719,0.28944630535335786,0.2846748797942902,0.249999999975,0.16736116573713508,0.22127414903064244,0.24158554893973608,0.249999999975,0.249999999975,0.18405891610493638,0.2380734762269537,0.249999999975,0.17826488334224372,0.21086958000613884,0.249999999975,0.218645658490225
Component_1,0.3298241218196286,0.2445583177068729,0.2896471903017549,0.2599094355079263,0.22695489497034926,0.26988585341189975,0.249999999975,0.249999999975,0.23650979702877675,0.2673005354675193,0.249999999975,0.25545692515224244,0.2247034529244291,0.23571174319140725,0.24115112685599102,0.249999999975,0.249999999975,0.249999999975,0.2751864447217747,0.2860562298333216,0.249999999975,0.21791517331476784,0.31810045418464433,0.24768716372120111,0.249999999975,0.249999999975,0.28652882405815255,0.239083419436592,0.18932927948005104,0.22757494495607683,0.22972388194213625,0.19306736061312355,0.24267418624417542,0.29014883918951734,0.2369524989145407,0.249999999975,0.2550010093512207,0.2435527656206838,0.24564732302714323,0.283932259356323,0.269131228845991,0.249999999975,0.23213388248297492,0.21455497808043686,0.2270248584931534,0.23249621849912763,0.249999999975,0.24115112685599102,0.2979095012884658,0.23411869649791633,0.38747003492258875,0.22812216168932825,0.249999999975,0.2157773496651476,0.3191963175709461,0.24158554893973608,0.249999999975,0.21804257674644434,0.25119735845731683,0.249999999975,0.2643432170712668,0.22972388194213625,0.2966732953164196,0.249999999975,0.3152679909504208,0.22773998120767044,0.24158554893973608,0.249999999975,0.249999999975,0.35879638441966705,0.2319700160646857,0.249999999975,0.38473579676950254,0.28315935469259007,0.249999999975,0.3513130790791892
Component_2,0.18484500122025574,0.26111617319314734,0.24275408253683928,0.24513824987131003,0.27827936553964533,0.2838059590750396,0.249999999975,0.249999999975,0.29304316087567384,0.21605033012205552,0.249999999975,0.32642937749156137,0.28791532643113926,0.2900009417049428,0.2765466193320269,0.249999999975,0.249999999975,0.249999999975,0.24864884882359725,0.23083103164727475,0.249999999975,0.2586074603420656,0.2059422403938346,0.19094858458035913,0.249999999975,0.249999999975,0.2815481694718346,0.2247052911109298,0.189336941923746,0.22757494495607683,0.22973238106502458,0.16228334927191682,0.2712543050047288,0.23956883349740524,0.28147111820544585,0.249999999975,0.16497893554655144,0.19407244245144087,0.2630580308185703,0.2648151800431366,0.21621976494572603,0.249999999975,0.25367495989139033,0.21455497808043686,0.27831452391173983,0.2668046731650198,0.249999999975,0.2765466193320269,0.2727032214952081,0.24292623275010383,0.2507651177671053,0.22812216168613217,0.249999999975,0.2732083597352831,0.16681934664641057,0.24158554893973608,0.249999999975,0.29765038166583424,0.2529572468534916,0.249999999975,0.2849850060457515,0.22973238106502458,0.2365654392352716,0.249999999975,0.28861045974725913,0.26961329246406807,0.24158554893973608,0.249999999975,0.249999999975,0.2772361994628383,0.24965114599893523,0.249999999975,0.17824286158601746,0.240968465884074,0.249999999975,0.20365589520501615
Component_3,0.19308180223404678,0.24984771832651423,0.20044885056609602,0.2682653085460875,0.2678108444196562,0.22240730176493206,0.249999999975,0.249999999975,0.23485846865860452,0.23592429338613968,0.249999999975,0.21191662853403764,0.30462047025103933,0.24735960095009604,0.24115112685599102,0.249999999975,0.249999999975,0.249999999975,0.26877199958599884,0.2403485176876244,0.249999999975,0.21791517331476784,0.20909514568200416,0.19094858458035913,0.249999999975,0.249999999975,0.2048373138637784,0.3115059982415485,0.24926064680007778,0.3172751650317696,0.25109743153948133,0.2374918208813716,0.2433973224069204,0.2171292367946871,0.23841686030846335,0.249999999975,0.21660598939327608,0.19407268819244092,0.24564732302714323,0.22982154434171173,0.2226926082156041,0.249999999975,0.2820572750426599,0.28164447313228985,0.2676357588455179,0.26814151430012695,0.249999999975,0.24115112685599102,0.2231471486517618,0.2888358293613934,0.1775895741510864,0.2535217871134855,0.249999999975,0.2157773496651476,0.16681934664589074,0.2752433530807918,0.249999999975,0.2662644647412735,0.24779343181369987,0.249999999975,0.23889798152615457,0.25109743153948133,0.1820863855540185,0.249999999975,0.22876038346518476,0.2813725771976191,0.2752433530807918,0.249999999975,0.249999999975,0.17990849991255817,0.2803053616094253,0.249999999975,0.2587564582022364,0.26500259931719705,0.249999999975,0.22638536712556973
